,prefecture,municipality name,municipalities,region,majorIsland,district
244,Chiba (千葉縣),Yachiyo (八千代市),city,Kantō (关東),Honshū (本州),Yachiyo (八千代市)
245,Chiba (千葉縣),Abiko (我孫子市),city,Kantō (关東),Honshū (本州),Abiko (我孫子市)
246,Chiba (千葉縣),Kamagaya (鎌ヶ谷市),city,Kantō (关東),Honshū (本州),Kamagaya (鎌ヶ谷市)
247,Chiba (千葉縣),Kimitsu (君津市),city,Kantō (关東),Honshū (本州),Kimitsu (君津市)
248,Chiba (千葉縣),Futtsu (富津市),city,Kantō (关東),Honshū (本州),Futtsu (富津市)
249,Chiba (千葉縣),Urayasu (浦安市),city,Kantō (关東),Honshū (本州),Urayasu (浦安市)
250,Chiba (千葉縣),Yotsukaidō (四街道市),city,Kantō (关東),Honshū (本州),Yotsukaidō (四街道市)
251,Chiba (千葉縣),Sodegaura (袖ヶ浦市),city,Kantō (关東),Honshū (本州),Sodegaura (袖ヶ浦市)
252,Chiba (千葉縣),Yachimata (八街市),city,Kantō (关東),Honshū (本州),Yachimata (八街市)
253,Chiba (千葉縣),Inzai (印西市),city,Kantō (关東),Honshū (本州),Inzai (印西市)
254,Chiba (千葉縣),Shiroi (白井市),city,Kantō (关東),Honshū (本州),Shiroi (白井市)
255,Chiba (千葉縣),Tomisato (富里市),city,Kantō (关東),Honshū (本州),Tomisato (富里市)
256,Chiba (千葉縣),Kamogawa (鴨川市),city,Kantō (关東),Honshū (本州),Kamogawa (鴨川市)
257,Chiba (千葉縣),Asahi (旭市),city,Kantō (关東),Honshū (本州),Asahi (旭市)
258,Chiba (千葉縣),Isumi (いすみ市),city,Kantō (关東),Honshū (本州),Isumi (いすみ市)
259,Chiba (千葉縣),Sōsa (匝瑳市),city,Kantō (关東),Honshū (本州),Sōsa (匝瑳市)
260,Chiba (千葉縣),Minamibōsō (南房総市),city,Kantō (关東),Honshū (本州),Minamibōsō (南房総市)
261,Chiba (千葉縣),Katori (香取市),city,Kantō (关東),Honshū (本州),Katori (香取市)
262,Chiba (千葉縣),Sanmu (山武市),city,Kantō (关東),Honshū (本州),Sanmu (山武市)
263,Chiba (千葉縣),Oamishirasato (大網白里市),city,Kantō (关東),Honshū (本州),Oamishirasato (大網白里市)
264,Chiba (千葉縣),Shisui (酒々井町),town,Kantō (关東),Honshū (本州),Inba (印旛郡)
265,Chiba (千葉縣),Sakae (栄町),town,Kantō (关東),Honshū (本州),Inba (印旛郡)
266,Chiba (千葉縣),Kōzaki (神崎町),town,Kantō (关東),Honshū (本州),Katori (香取郡)
267,Chiba (千葉縣),Tako (多古町),town,Kantō (关東),Honshū (本州),Katori (香取郡)
268,Chiba (千葉縣),Tōnoshō (東庄町),town,Kantō (关東),Honshū (本州),Katori (香取郡)
269,Chiba (千葉縣),Kujūkuri (九十九里町),town,Kantō (关東),Honshū (本州),Sanbu (山武郡)
270,Chiba (千葉縣),Shibayama (芝山町),town,Kantō (关東),Honshū (本州),Sanbu (山武郡)
271,Chiba (千葉縣),Yokoshibahikari (横芝光町),town,Kantō (关東),Honshū (本州),Sanbu (山武郡)
272,Chiba (千葉縣),Ichinomiya (一宮町),town,Kantō (关東),Honshū (本州),Chōsei (長生郡)
273,Chiba (千葉縣),Mutsuzawa (睦沢町),town,Kantō (关東),Honshū (本州),Chōsei (長生郡)
274,Chiba (千葉縣),Shirako (白子町),town,Kantō (关東),Honshū (本州),Chōsei (長生郡)
275,Chiba (千葉縣),Nagara (長柄町),town,Kantō (关東),Honshū (本州),Chōsei (長生郡)
276,Chiba (千葉縣),Chōnan (長南町),town,Kantō (关東),Honshū (本州),Chōsei (長生郡)
277,Chiba (千葉縣),Ōtaki (大多喜町),town,Kantō (关東),Honshū (本州),Isumi (夷隅郡)
278,Chiba (千葉縣),Onjuku (御宿町),town,Kantō (关東),Honshū (本州),Isumi (夷隅郡)
279,Chiba (千葉縣),Kyonan (鋸南町),town,Kantō (关東),Honshū (本州),Awa (安房郡)
280,Chiba (千葉縣),Chōsei (長生村),village,Kantō (关東),Honshū (本州),Chosei (長生郡)
281,Gunma (群馬縣),Maebashi (前橋市),city,Kantō (关東),Honshū (本州),Maebashi (前橋市)
282,Gunma (群馬縣),Takasaki (高崎市),city,Kantō (关東),Honshū (本州),Takasaki (高崎市)
283,Gunma (群馬縣),Kiryū (桐生市),city,Kantō (关東),Honshū (本州),Kiryū (桐生市)
284,Gunma (群馬縣),Isesaki (伊勢崎市),city,Kantō (关東),Honshū (本州),Isesaki (伊勢崎市)
285,Gunma (群馬縣),Ōta (太田市),city,Kantō (关東),Honshū (本州),Ōta (太田市)
286,Gunma (群馬縣),Numata (沼田市),city,Kantō (关東),Honshū (本州),Numata (沼田市)
287,Gunma (群馬縣),Tatebayashi (館林市),city,Kantō (关東),Honshū (本州),Tatebayashi (館林市)
288,Gunma (群馬縣),Fujioka (藤岡市),city,Kantō (关東),Honshū (本州),Fujioka (藤岡市)
289,Gunma (群馬縣),Shibukawa (渋川市),city,Kantō (关東),Honshū (本州),Shibukawa (渋川市)
290,Gunma (群馬縣),Annaka (安中市),city,Kantō (关東),Honshū (本州),Annaka (安中市)
291,Gunma (群馬縣),Tomioka (富岡市),city,Kantō (关東),Honshū (本州),Tomioka (富岡市)
292,Gunma (群馬縣),Midori (みどり市),city,Kantō (关東),Honshū (本州),Midori (みどり市)
293,Gunma (群馬縣),Yoshioka (吉岡町),town,Kantō (关東),Honshū (本州),Kitagunma (北群馬郡)
294,Gunma (群馬縣),Kanna (神流町),town,Kantō (关東),Honshū (本州),Tano (多野郡)
295,Gunma (群馬縣),Shimonita (下仁田町),town,Kantō (关東),Honshū (本州),Kanra (甘楽郡)
296,Gunma (群馬縣),Kanra (甘楽町),town,Kantō (关東),Honshū (本州),Kanra (甘楽郡)
297,Gunma (群馬縣),Nakanojō (中之条町),town,Kantō (关東),Honshū (本州),Agatsuma (吾妻郡)
298,Gunma (群馬縣),Naganohara (長野原町),town,Kantō (关東),Honshū (本州),Agatsuma (吾妻郡)
299,Gunma (群馬縣),Kusatsu (草津町),town,Kantō (关東),Honshū (本州),Agatsuma (吾妻郡)
300,Gunma (群馬縣),Higashiagatsuma (東吾妻町),town,Kantō (关東),Honshū (本州),Agatsuma (吾妻郡)
301,Gunma (群馬縣),Minakami (みなかみ町),town,Kantō (关東),Honshū (本州),Tone (利根郡)
302,Gunma (群馬縣),Tamamura (玉村町),town,Kantō (关東),Honshū (本州),Sawa (佐波郡)
303,Gunma (群馬縣),Itakura (板倉町),town,Kantō (关東),Honshū (本州),Ōra (邑楽郡)
304,Gunma (群馬縣),Meiwa (明和町),town,Kantō (关東),Honshū (本州),Ōra (邑楽郡)
305,Gunma (群馬縣),Chiyoda (千代田町),town,Kantō (关東),Honshū (本州),Ōra (邑楽郡)
306,Gunma (群馬縣),Ōizumi (大泉町),town,Kantō (关東),Honshū (本州),Ōra (邑楽郡)
307,Gunma (群馬縣),Ōra (邑楽町),town,Kantō (关東),Honshū (本州),Ōra (邑楽郡)
308,Gunma (群馬縣),Shintō (榛東村),village,Kantō (关東),Honshū (本州),Kitagunma (北群馬郡)
309,Gunma (群馬縣),Ueno (上野村),village,Kantō (关東),Honshū (本州),Tano (多野郡)
310,Gunma (群馬縣),Nanmoku (南牧村),village,Kantō (关東),Honshū (本州),Kanra (甘楽郡)
311,Gunma (群馬縣),Tsumagoi (嬬恋村),village,Kantō (关東),Honshū (本州),Agatsuma (吾妻郡)
312,Gunma (群馬縣),Takayama (高山村),village,Kantō (关東),Honshū (本州),Agatsuma (吾妻郡)
313,Gunma (群馬縣),Katashina (片品村),village,Kantō (关東),Honshū (本州),Tone (利根郡)
314,Gunma (群馬縣),Kawaba (川場村),village,Kantō (关東),Honshū (本州),Tone (利根郡)
315,Gunma (群馬縣),Shōwa (昭和村),village,Kantō (关東),Honshū (本州),Tone (利根郡)
316,Ibaraki (茨城縣),Mito (水戸市),city,Kantō (关東),Honshū (本州),Mito (水戸市)
317,Ibaraki (茨城縣),Hitachi (日立市),city,Kantō (关東),Honshū (本州),Hitachi (日立市)
318,Ibaraki (茨城縣),Tsuchiura (土浦市),city,Kantō (关東),Honshū (本州),Tsuchiura (土浦市)
319,Ibaraki (茨城縣),Yūki (結城市),city,Kantō (关東),Honshū (本州),Yūki (結城市)
320,Ibaraki (茨城縣),Ryūgasaki (龍ヶ崎市),city,Kantō (关東),Honshū (本州),Ryūgasaki (龍ヶ崎市)
321,Ibaraki (茨城縣),Shimotsuma (下妻市),city,Kantō (关東),Honshū (本州),Shimotsuma (下妻市)
322,Ibaraki (茨城縣),Jōsō (常総市),city,Kantō (关東),Honshū (本州),Jōsō (常総市)
323,Ibaraki (茨城縣),Hitachiōta (常陸太田市),city,Kantō (关東),Honshū (本州),Hitachiōta (常陸太田市)
324,Ibaraki (茨城縣),Takahagi (高萩市),city,Kantō (关東),Honshū (本州),Takahagi (高萩市)
325,Ibaraki (茨城縣),Kitaibaraki (北茨城市),city,Kantō (关東),Honshū (本州),Kitaibaraki (北茨城市)
326,Ibaraki (茨城縣),Toride (取手市),city,Kantō (关東),Honshū (本州),Toride (取手市)
327,Ibaraki (茨城縣),Ushiku (牛久市),city,Kantō (关東),Honshū (本州),Ushiku (牛久市)
328,Ibaraki (茨城縣),Tsukuba (つくば市),city,Kantō (关東),Honshū (本州),Tsukuba (つくば市)
329,Ibaraki (茨城縣),Hitachinaka (ひたちなか市),city,Kantō (关東),Honshū (本州),Hitachinaka (ひたちなか市)
330,Ibaraki (茨城縣),Kashima (鹿嶋市),city,Kantō (关東),Honshū (本州),Kashima (鹿嶋市)
331,Ibaraki (茨城縣),Itako (潮来市),city,Kantō (关東),Honshū (本州),Itako (潮来市)
332,Ibaraki (茨城縣),Moriya (守谷市),city,Kantō (关東),Honshū (本州),Moriya (守谷市)
333,Ibaraki (茨城縣),Hitachiōmiya (常陸大宮市),city,Kantō (关東),Honshū (本州),Hitachiōmiya (常陸大宮市)
334,Ibaraki (茨城縣),Naka (那珂市),city,Kantō (关東),Honshū (本州),Naka (那珂市)
335,Ibaraki (茨城縣),Bandō (坂東市),city,Kantō (关東),Honshū (本州),Bandō (坂東市)
336,Ibaraki (茨城縣),Inashiki (稲敷市),city,Kantō (关東),Honshū (本州),Inashiki (稲敷市)
337,Ibaraki (茨城縣),Chikusei (筑西市),city,Kantō (关東),Honshū (本州),Chikusei (筑西市)
338,Ibaraki (茨城縣),Kasumigaura (かすみがうら市),city,Kantō (关東),Honshū (本州),Kasumigaura (かすみがうら市)
339,Ibaraki (茨城縣),Kamisu (神栖市),city,Kantō (关東),Honshū (本州),Kamisu (神栖市)
340,Ibaraki (茨城縣),Namegata (行方市),city,Kantō (关東),Honshū (本州),Namegata (行方市)
341,Ibaraki (茨城縣),Koga (古河市),city,Kantō (关東),Honshū (本州),Koga (古河市)
342,Ibaraki (茨城縣),Ishioka (石岡市),city,Kantō (关東),Honshū (本州),Ishioka (石岡市)
343,Ibaraki (茨城縣),Sakuragawa (桜川市),city,Kantō (关東),Honshū (本州),Sakuragawa (桜川市)
344,Ibaraki (茨城縣),Hokota (鉾田市),city,Kantō (关東),Honshū (本州),Hokota (鉾田市)
345,Ibaraki (茨城縣),Kasama (笠間市),city,Kantō (关東),Honshū (本州),Kasama (笠間市)
346,Ibaraki (茨城縣),Tsukubamirai (つくばみらい市),city,Kantō (关東),Honshū (本州),Tsukubamirai (つくばみらい市)
347,Ibaraki (茨城縣),Omitama (小美玉市),city,Kantō (关東),Honshū (本州),Omitama (小美玉市)
348,Ibaraki (茨城縣),Ibaraki (茨城町),town,Kantō (关東),Honshū (本州),Higashiibaraki (東茨城郡)
349,Ibaraki (茨城縣),Ōarai (大洗町),town,Kantō (关東),Honshū (本州),Higashiibaraki (東茨城郡)
350,Ibaraki (茨城縣),Shirosato (城里町),town,Kantō (关東),Honshū (本州),Higashiibaraki (東茨城郡)
351,Ibaraki (茨城縣),Daigo (大子町),town,Kantō (关東),Honshū (本州),Kuji (久慈郡)
352,Ibaraki (茨城縣),Ami (阿見町),town,Kantō (关東),Honshū (本州),Inashiki (稲敷郡)
353,Ibaraki (茨城縣),Kawachi (河内町),town,Kantō (关東),Honshū (本州),Inashiki (稲敷郡)
354,Ibaraki (茨城縣),Yachiyo (八千代町),town,Kantō (关東),Honshū (本州),Yūki (結城郡)
355,Ibaraki (茨城縣),Goka (五霞町),town,Kantō (关東),Honshū (本州),Sashima (猿島郡)
356,Ibaraki (茨城縣),Sakai (境町),town,Kantō (关東),Honshū (本州),Sashima (猿島郡)
357,Ibaraki (茨城縣),Tone (利根町),town,Kantō (关東),Honshū (本州),Kitasōma (北相馬郡)
358,Ibaraki (茨城縣),Tōkai (東海村),village,Kantō (关東),Honshū (本州),Naka (那珂郡)
359,Ibaraki (茨城縣),Miho (美浦村),village,Kantō (关東),Honshū (本州),Inashiki (稲敷郡)
360,Kanagawa (神奈川县),Yokohama (横浜市),city,Kantō (关東),Honshū (本州),Yokohama (横浜市)
361,Kanagawa (神奈川县),Yokosuka (横須賀市),city,Kantō (关東),Honshū (本州),Yokosuka (横須賀市)
362,Kanagawa (神奈川县),Kawasaki (川崎市),city,Kantō (关東),Honshū (本州),Kawasaki (川崎市)
363,Kanagawa (神奈川县),Hiratsuka (平塚市),city,Kantō (关東),Honshū (本州),Hiratsuka (平塚市)
364,Kanagawa (神奈川县),Kamakura (鎌倉市),city,Kantō (关東),Honshū (本州),Kamakura (鎌倉市)
365,Kanagawa (神奈川县),Fujisawa (藤沢市),city,Kantō (关東),Honshū (本州),Fujisawa (藤沢市)
366,Kanagawa (神奈川县),Odawara (小田原市),city,Kantō (关東),Honshū (本州),Odawara (小田原市)
367,Kanagawa (神奈川县),Chigasaki (茅ヶ崎市),city,Kantō (关東),Honshū (本州),Chigasaki (茅ヶ崎市)
368,Kanagawa (神奈川县),Zushi (逗子市),city,Kantō (关東),Honshū (本州),Zushi (逗子市)
369,Kanagawa (神奈川县),Sagamihara (相模原市),city,Kantō (关東),Honshū (本州),Sagamihara (相模原市)
370,Kanagawa (神奈川县),Miura (三浦市),city,Kantō (关東),Honshū (本州),Miura (三浦市)
371,Kanagawa (神奈川县),Hadano (秦野市),city,Kantō (关東),Honshū (本州),Hadano (秦野市)
372,Kanagawa (神奈川县),Atsugi (厚木市),city,Kantō (关東),Honshū (本州),Atsugi (厚木市)
373,Kanagawa (神奈川县),Yamato (大和市),city,Kantō (关東),Honshū (本州),Yamato (大和市)
374,Kanagawa (神奈川县),Isehara (伊勢原市),city,Kantō (关東),Honshū (本州),Isehara (伊勢原市)
375,Kanagawa (神奈川县),Ebina (海老名市),city,Kantō (关東),Honshū (本州),Ebina (海老名市)
376,Kanagawa (神奈川县),Zama (座間市),city,Kantō (关東),Honshū (本州),Zama (座間市)
377,Kanagawa (神奈川县),Minamiashigara (南足柄市),city,Kantō (关東),Honshū (本州),Minamiashigara (南足柄市)
378,Kanagawa (神奈川县),Ayase (綾瀬市),city,Kantō (关東),Honshū (本州),Ayase (綾瀬市)
379,Kanagawa (神奈川县),Aikawa (愛川町),town,Kantō (关東),Honshū (本州),Aikō (愛甲郡)
380,Kanagawa (神奈川县),Hayama (葉山町),town,Kantō (关東),Honshū (本州),Miura (三浦郡)
381,Kanagawa (神奈川县),Samukawa (寒川町),town,Kantō (关東),Honshū (本州),Kōza (高座郡)
382,Kanagawa (神奈川县),Ōiso (大磯町),town,Kantō (关東),Honshū (本州),Naka (中郡)
383,Kanagawa (神奈川县),Ninomiya (二宮町),town,Kantō (关東),Honshū (本州),Naka (中郡)
384,Kanagawa (神奈川县),Nakai (中井町),town,Kantō (关東),Honshū (本州),Ashigarakami (足柄上郡)
385,Kanagawa (神奈川县),Ōi (大井町),town,Kantō (关東),Honshū (本州),Ashigarakami (足柄上郡)
386,Kanagawa (神奈川县),Matsuda (松田町),town,Kantō (关東),Honshū (本州),Ashigarakami (足柄上郡)
387,Kanagawa (神奈川县),Yamakita (山北町),town,Kantō (关東),Honshū (本州),Ashigarakami (足柄上郡)
388,Kanagawa (神奈川县),Kaisei (開成町),town,Kantō (关東),Honshū (本州),Ashigarakami (足柄上郡)
389,Kanagawa (神奈川县),Hakone (箱根町),town,Kantō (关東),Honshū (本州),Ashigarashimo (足柄下郡)
390,Kanagawa (神奈川县),Manazuru (真鶴町),town,Kantō (关東),Honshū (本州),Ashigarashimo (足柄下郡)
391,Kanagawa (神奈川县),Yugawara (湯河原町),town,Kantō (关東),Honshū (本州),Ashigarashimo (足柄下郡)
392,Kanagawa (神奈川县),Kiyokawa (清川村),village,Kantō (关東),Honshū (本州),Aiko (愛甲郡)
393,Saitama (埼玉縣),Kawagoe (川越市),city,Kantō (关東),Honshū (本州),Kawagoe (川越市)
394,Saitama (埼玉縣),Kawaguchi (川口市),city,Kantō (关東),Honshū (本州),Kawaguchi (川口市)
395,Saitama (埼玉縣),Gyōda (行田市),city,Kantō (关東),Honshū (本州),Gyōda (行田市)
396,Saitama (埼玉縣),Chichibu (秩父市),city,Kantō (关東),Honshū (本州),Chichibu (秩父市)
397,Saitama (埼玉縣),Tokorozawa (所沢市),city,Kantō (关東),Honshū (本州),Tokorozawa (所沢市)
398,Saitama (埼玉縣),Hannō (飯能市),city,Kantō (关東),Honshū (本州),Hannō (飯能市)
399,Saitama (埼玉縣),Kazo (加須市),city,Kantō (关東),Honshū (本州),Kazo (加須市)
400,Saitama (埼玉縣),Higashimatsuyama (東松山市),city,Kantō (关東),Honshū (本州),Higashimatsuyama (東松山市)
401,Saitama (埼玉縣),Sayama (狭山市),city,Kantō (关東),Honshū (本州),Sayama (狭山市)
402,Saitama (埼玉縣),Hanyū (羽生市),city,Kantō (关東),Honshū (本州),Hanyū (羽生市)
403,Saitama (埼玉縣),Kōnosu (鴻巣市),city,Kantō (关東),Honshū (本州),Kōnosu (鴻巣市)
404,Saitama (埼玉縣),Ageo (上尾市),city,Kantō (关東),Honshū (本州),Ageo (上尾市)
405,Saitama (埼玉縣),Sōka (草加市),city,Kantō (关東),Honshū (本州),Sōka (草加市)
406,Saitama (埼玉縣),Koshigaya (越谷市),city,Kantō (关東),Honshū (本州),Koshigaya (越谷市)
407,Saitama (埼玉縣),Warabi (蕨市),city,Kantō (关東),Honshū (本州),Warabi (蕨市)
408,Saitama (埼玉縣),Toda (戸田市),city,Kantō (关東),Honshū (本州),Toda (戸田市)
409,Saitama (埼玉縣),Iruma (入間市),city,Kantō (关東),Honshū (本州),Iruma (入間市)
410,Saitama (埼玉縣),Asaka (朝霞市),city,Kantō (关東),Honshū (本州),Asaka (朝霞市)
411,Saitama (埼玉縣),Shiki (志木市),city,Kantō (关東),Honshū (本州),Shiki (志木市)
412,Saitama (埼玉縣),Wakō (和光市),city,Kantō (关東),Honshū (本州),Wakō (和光市)
413,Saitama (埼玉縣),Niiza (新座市),city,Kantō (关東),Honshū (本州),Niiza (新座市)
414,Saitama (埼玉縣),Okegawa (桶川市),city,Kantō (关東),Honshū (本州),Okegawa (桶川市)
415,Saitama (埼玉縣),Kuki (久喜市),city,Kantō (关東),Honshū (本州),Kuki (久喜市)
416,Saitama (埼玉縣),Kitamoto (北本市),city,Kantō (关東),Honshū (本州),Kitamoto (北本市)
417,Saitama (埼玉縣),Yashio (八潮市),city,Kantō (关東),Honshū (本州),Yashio (八潮市)
418,Saitama (埼玉縣),Fujimi (富士見市),city,Kantō (关東),Honshū (本州),Fujimi (富士見市)
419,Saitama (埼玉縣),Misato (三郷市),city,Kantō (关東),Honshū (本州),Misato (三郷市)
420,Saitama (埼玉縣),Hasuda (蓮田市),city,Kantō (关東),Honshū (本州),Hasuda (蓮田市)
421,Saitama (埼玉縣),Sakado (坂戸市),city,Kantō (关東),Honshū (本州),Sakado (坂戸市)
422,Saitama (埼玉縣),Satte (幸手市),city,Kantō (关東),Honshū (本州),Satte (幸手市)
423,Saitama (埼玉縣),Tsurugashima (鶴ヶ島市),city,Kantō (关東),Honshū (本州),Tsurugashima (鶴ヶ島市)
424,Saitama (埼玉縣),Hidaka (日高市),city,Kantō (关東),Honshū (本州),Hidaka (日高市)
425,Saitama (埼玉縣),Yoshikawa (吉川市),city,Kantō (关東),Honshū (本州),Yoshikawa (吉川市)
426,Saitama (埼玉縣),Saitama (さいたま市),city,Kantō (关東),Honshū (本州),Saitama (さいたま市)
427,Saitama (埼玉縣),Kumagaya (熊谷市),city,Kantō (关東),Honshū (本州),Kumagaya (熊谷市)
428,Saitama (埼玉縣),Kasukabe (春日部市),city,Kantō (关東),Honshū (本州),Kasukabe (春日部市)
